model_name,instrument_type,entry_date,exit_date,entry_premium,exit_premium,multiplier,dollar_pnl,exit_reason,strike,dte,predicted_regime,brace_for_impact_score,leap_exposure_pct,overwrite_action,target_premium_mid,vix,vvix,geometry_stress_score,path_stress_score
heuristic_policy,SHORT_CALL,2026-05-19,2026-05-20,1.63,0.0,100,162.55,expiration,743.0,1.0,MID_VOL_CHOP,0.45,0.75,normal,1.35,18.06,91.18,0.0,0.0
heuristic_policy,SHORT_CALL,2026-05-20,2026-05-21,1.53,5.01,100,-347.64,underlying_touch,738.0,1.0,STABLE_LOW_VOL_TREND,0.45,0.75,normal,1.35,17.44,94.61,0.0,0.0
heuristic_policy,LEAP,2026-05-04,2026-05-26,100.0,120.09,100,2008.5,leap_profit_exit,,,,,,,,,,,
heuristic_policy,SHORT_CALL,2026-06-05,2026-06-08,1.85,0.0,100,185.32,expiration,743.0,1.0,VOL_EXPANSION_TRANSITION,0.45,0.75,normal,1.65,21.51,102.04,0.0,0.0
heuristic_policy,SHORT_CALL,2026-06-08,2026-06-09,1.64,0.0,100,163.96,expiration,744.0,1.0,MID_VOL_CHOP,0.45,0.75,normal,1.35,18.92,92.4,0.0,0.0
heuristic_policy,SHORT_CALL,2026-06-09,2026-06-10,1.73,0.23,100,150.24,profit_exit,742.0,1.0,MID_VOL_CHOP,0.45,0.75,normal,1.35,19.87,95.81,0.0,0.0
heuristic_policy,SHORT_CALL,2026-06-10,2026-06-11,1.87,7.94,100,-606.23,underlying_touch,731.0,1.0,STABLE_LOW_VOL_TREND,0.45,0.75,normal,1.65,22.22,108.16,0.0,0.0
heuristic_policy,SHORT_CALL,2026-06-11,2026-06-12,1.88,0.0,100,188.33,expiration,742.0,1.0,STABLE_LOW_VOL_TREND,0.45,0.75,normal,1.35,19.44,100.63,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-02,2026-03-03,1.63,0.0,100,162.69,expiration,692.0,1.0,VOL_EXPANSION_TRANSITION,0.523094,0.75,normal,1.35,19.86,104.15,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-03,2026-03-04,1.76,0.0,100,176.05,expiration,689.0,1.0,VOL_EXPANSION_TRANSITION,0.524213,0.75,normal,1.65,21.44,110.89,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-04,2026-03-05,1.9,0.0,100,190.14,expiration,690.0,1.0,VOL_EXPANSION_TRANSITION,0.534771,0.75,normal,1.65,23.57,113.44,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-05,2026-03-06,1.8,4.21,100,-241.31,underlying_touch,683.0,1.0,VOL_EXPANSION_TRANSITION,0.602973,0.5,aggressive,1.8,21.15,116.02,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-06,2026-03-09,2.15,0.0,100,215.28,expiration,688.0,1.0,VOL_EXPANSION_TRANSITION,0.628942,0.5,aggressive,1.8,23.75,106.94,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-09,2026-03-10,2.45,0.38,100,206.24,profit_exit,686.0,1.0,VOL_EXPANSION_TRANSITION,0.898666,0.25,aggressive,1.8,29.49,115.93,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-10,2026-03-11,2.13,4.45,100,-232.56,underlying_touch,676.0,1.0,VOL_EXPANSION_TRANSITION,0.898666,0.25,aggressive,1.8,25.5,140.44,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-11,2026-03-12,2.04,0.0,100,203.55,expiration,682.0,1.0,VOL_EXPANSION_TRANSITION,0.882962,0.25,aggressive,1.8,24.93,122.6,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-12,2026-03-13,2.21,0.0,100,220.68,expiration,680.0,1.0,VOL_EXPANSION_TRANSITION,0.621787,0.5,aggressive,1.8,24.23,125.36,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-13,2026-03-16,2.4,0.45,100,194.74,profit_exit,680.0,1.0,VOL_EXPANSION_TRANSITION,0.891254,0.25,aggressive,1.8,27.29,122.49,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-16,2026-03-17,2.25,0.0,100,224.75,expiration,670.0,1.0,VOL_EXPANSION_TRANSITION,0.885391,0.25,aggressive,1.8,27.19,130.18,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-17,2026-03-18,2.07,4.95,100,-288.61,underlying_touch,665.0,1.0,VOL_EXPANSION_TRANSITION,0.883808,0.25,aggressive,1.8,23.51,131.05,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-18,2026-03-19,1.84,0.0,100,184.36,expiration,672.0,1.0,VOL_EXPANSION_TRANSITION,0.61003,0.5,aggressive,1.8,22.37,116.78,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-19,2026-03-20,2.18,0.35,100,183.06,profit_exit,674.0,1.0,VOL_EXPANSION_TRANSITION,0.624082,0.5,aggressive,1.8,25.09,110.55,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-20,2026-03-23,1.88,0.0,100,187.89,expiration,665.0,1.0,VOL_EXPANSION_TRANSITION,0.73843,0.5,aggressive,1.8,24.06,126.5,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-23,2026-03-24,2.08,0.37,100,170.52,profit_exit,664.0,1.0,VOL_EXPANSION_TRANSITION,0.754649,0.25,aggressive,1.8,26.78,118.09,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-24,2026-03-25,2.1,5.16,100,-305.64,underlying_touch,654.0,1.0,VOL_EXPANSION_TRANSITION,0.745922,0.5,aggressive,1.8,26.15,126.28,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-25,2026-03-26,2.2,0.0,100,220.0,expiration,661.0,1.0,VOL_EXPANSION_TRANSITION,0.82582,0.25,aggressive,1.8,26.95,122.82,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-26,2026-03-27,2.2,0.0,100,219.85,expiration,658.0,1.0,VOL_EXPANSION_TRANSITION,0.792192,0.25,aggressive,1.8,25.33,124.14,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-27,2026-03-30,2.42,0.0,100,241.88,expiration,662.0,1.0,VOL_EXPANSION_TRANSITION,0.838776,0.25,aggressive,1.8,27.44,119.37,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-30,2026-03-31,2.64,0.49,100,215.11,profit_exit,651.0,1.0,HIGH_VOL_RISK_OFF,0.927677,0.0,aggressive,3.0,31.05,124.43,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-03-31,2026-04-01,2.5,0.0,100,250.19,expiration,640.0,1.0,HIGH_VOL_RISK_OFF,0.93249,0.0,aggressive,3.0,30.61,133.18,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-01,2026-04-02,2.0,13.76,100,-1175.41,underlying_touch,637.0,1.0,HIGH_VOL_RISK_OFF,0.933198,0.0,aggressive,1.8,25.25,127.84,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-02,2026-04-03,2.12,4.05,100,-193.41,underlying_touch,655.0,1.0,HIGH_VOL_RISK_OFF,0.942633,0.0,aggressive,1.8,24.54,116.05,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-03,2026-04-06,2.01,0.0,100,201.33,expiration,660.0,1.0,HIGH_VOL_RISK_OFF,0.942382,0.0,aggressive,1.8,23.87,114.83,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-06,2026-04-07,1.93,0.0,100,193.46,expiration,661.0,1.0,VOL_EXPANSION_TRANSITION,0.847013,0.25,aggressive,1.8,24.17,115.33,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-07,2026-04-08,2.22,0.0,100,221.91,expiration,664.0,1.0,VOL_EXPANSION_TRANSITION,0.846479,0.25,aggressive,1.8,25.78,113.53,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-08,2026-04-09,1.62,12.27,100,-1065.84,underlying_touch,664.0,1.0,HIGH_VOL_RISK_OFF,0.931128,0.0,aggressive,1.8,21.04,117.3,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-09,2026-04-10,1.7,0.0,100,170.02,expiration,680.0,1.0,MID_VOL_CHOP,0.386777,0.75,normal,1.35,19.49,111.07,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-10,2026-04-13,1.65,0.0,100,164.65,expiration,684.0,1.0,MID_VOL_CHOP,0.353006,0.75,normal,1.35,19.23,105.37,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-13,2026-04-14,1.49,4.32,100,-282.71,underlying_touch,684.0,1.0,MID_VOL_CHOP,0.348489,0.75,normal,1.35,19.12,107.3,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-14,2026-04-15,1.6,5.88,100,-428.04,underlying_touch,690.0,1.0,MID_VOL_CHOP,0.344108,0.75,normal,1.35,18.36,102.63,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-15,2026-04-16,1.72,4.22,100,-249.81,underlying_touch,698.0,1.0,MID_VOL_CHOP,0.330361,0.75,normal,1.35,18.17,95.4,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-16,2026-04-17,1.54,0.0,100,154.05,expiration,704.0,1.0,MID_VOL_CHOP,0.320887,0.75,normal,1.35,17.94,97.65,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-17,2026-04-20,1.39,5.83,100,-443.17,underlying_touch,706.0,1.0,MID_VOL_CHOP,0.29086,1.0,conservative,1.2,17.48,96.8,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-20,2026-04-21,1.79,0.0,100,179.19,expiration,714.0,1.0,STABLE_LOW_VOL_TREND,0.096742,1.0,conservative,1.2,18.87,95.13,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-21,2026-04-22,1.75,0.0,100,175.38,expiration,713.0,1.0,MID_VOL_CHOP,0.227455,1.0,conservative,1.2,19.5,98.15,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-22,2026-04-23,1.75,5.28,100,-352.91,underlying_touch,708.0,1.0,STABLE_LOW_VOL_TREND,0.08997,1.0,conservative,1.2,18.92,101.89,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-23,2026-04-24,1.58,0.0,100,158.22,expiration,716.0,1.0,STABLE_LOW_VOL_TREND,0.092825,1.0,conservative,1.2,19.31,98.73,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-24,2026-04-27,1.55,3.72,100,-217.47,underlying_touch,713.0,1.0,MID_VOL_CHOP,0.255188,1.0,conservative,1.2,18.71,98.57,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-27,2026-04-28,1.61,0.0,100,160.87,expiration,718.0,1.0,STABLE_LOW_VOL_TREND,0.083871,1.0,conservative,1.2,18.02,97.18,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-28,2026-04-29,1.65,0.0,100,165.47,expiration,719.0,1.0,MID_VOL_CHOP,0.197026,1.0,conservative,1.2,17.83,93.86,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-29,2026-04-30,1.65,0.0,100,164.83,expiration,716.0,1.0,MID_VOL_CHOP,0.374289,0.75,normal,1.35,18.81,91.03,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-04-30,2026-05-01,1.62,5.23,100,-361.25,underlying_touch,715.0,1.0,MID_VOL_CHOP,0.194726,1.0,conservative,1.2,16.89,96.02,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-01,2026-05-04,1.38,0.0,100,138.23,expiration,723.0,1.0,MID_VOL_CHOP,0.213447,1.0,conservative,1.2,16.99,93.7,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-04,2026-05-05,1.59,0.0,100,159.06,expiration,725.0,1.0,MID_VOL_CHOP,0.244654,1.0,conservative,1.2,18.29,95.17,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-05,2026-05-06,1.54,4.12,100,-257.85,underlying_touch,722.0,1.0,MID_VOL_CHOP,0.264437,1.0,conservative,1.2,17.38,98.29,0.0,0.0
hmm_v3_1_meta_blend,LEAP,2026-03-02,2026-05-07,100.0,127.5,100,2749.52,leap_profit_exit,,,,,,,,,,,
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-06,2026-05-07,1.5,6.88,100,-538.12,underlying_touch,728.0,1.0,MID_VOL_CHOP,0.271616,1.0,conservative,1.2,17.39,95.26,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-08,2026-05-11,1.44,4.27,100,-283.64,underlying_touch,736.0,1.0,MID_VOL_CHOP,0.16001,1.0,conservative,1.2,17.19,93.61,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-11,2026-05-12,1.66,0.0,100,166.45,expiration,742.0,1.0,MID_VOL_CHOP,0.183348,1.0,conservative,1.2,18.38,96.78,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-12,2026-05-13,1.82,0.0,100,182.07,expiration,743.0,1.0,MID_VOL_CHOP,0.162778,1.0,conservative,1.2,17.99,98.06,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-13,2026-05-14,1.76,3.38,100,-161.95,underlying_touch,742.0,1.0,STABLE_LOW_VOL_TREND,0.05784,1.0,conservative,1.2,17.87,98.55,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-14,2026-05-15,1.71,4.65,100,-294.01,underlying_touch,746.0,1.0,MID_VOL_CHOP,0.152673,1.0,conservative,1.2,17.26,98.36,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-15,2026-05-18,1.58,0.17,100,140.99,profit_exit,753.0,1.0,STABLE_LOW_VOL_TREND,0.060084,1.0,conservative,1.2,18.43,94.26,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-18,2026-05-19,1.75,0.0,100,174.94,expiration,743.0,1.0,MID_VOL_CHOP,0.102196,1.0,conservative,1.2,17.82,92.94,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-19,2026-05-20,1.63,0.0,100,162.55,expiration,743.0,1.0,MID_VOL_CHOP,0.176628,1.0,conservative,1.2,18.06,91.18,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-20,2026-05-21,1.53,5.01,100,-347.64,underlying_touch,738.0,1.0,MID_VOL_CHOP,0.146307,1.0,conservative,1.2,17.44,94.61,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-21,2026-05-22,1.61,0.0,100,160.59,expiration,745.0,1.0,STABLE_LOW_VOL_TREND,0.05299,1.0,conservative,1.2,16.76,96.45,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-22,2026-05-25,1.44,0.0,100,144.11,expiration,747.0,1.0,MID_VOL_CHOP,0.161016,1.0,conservative,1.2,16.7,91.88,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-25,2026-05-26,1.41,3.51,100,-210.02,underlying_touch,750.0,1.0,MID_VOL_CHOP,0.187786,1.0,conservative,1.2,16.59,91.16,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-26,2026-05-27,1.48,0.0,100,148.23,expiration,755.0,1.0,STABLE_LOW_VOL_TREND,0.073005,1.0,conservative,1.2,17.01,89.55,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-27,2026-05-28,1.63,3.29,100,-166.55,underlying_touch,754.0,1.0,STABLE_LOW_VOL_TREND,0.063986,1.0,conservative,1.2,16.29,87.53,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-28,2026-05-29,1.59,0.0,100,159.39,expiration,758.0,1.0,STABLE_LOW_VOL_TREND,0.056731,1.0,conservative,1.2,15.74,86.03,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-05-29,2026-06-01,1.49,0.0,100,149.06,expiration,760.0,1.0,STABLE_LOW_VOL_TREND,0.058794,1.0,conservative,1.2,15.32,86.06,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-06-01,2026-06-02,1.64,0.0,100,164.21,expiration,762.0,1.0,STABLE_LOW_VOL_TREND,0.077067,1.0,conservative,1.2,16.05,91.6,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-06-02,2026-06-03,1.61,0.0,100,160.72,expiration,763.0,1.0,STABLE_LOW_VOL_TREND,0.043758,1.0,conservative,1.2,15.77,90.53,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-06-03,2026-06-04,1.53,0.0,100,153.31,expiration,758.0,1.0,STABLE_LOW_VOL_TREND,0.048701,1.0,conservative,1.2,16.06,89.8,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-06-04,2026-06-05,1.39,0.04,100,135.12,profit_exit,761.0,1.0,STABLE_LOW_VOL_TREND,0.044368,1.0,conservative,1.2,15.4,85.75,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-06-05,2026-06-08,1.85,0.0,100,185.32,expiration,743.0,1.0,VOL_EXPANSION_TRANSITION,0.563874,0.5,aggressive,1.8,21.51,102.04,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-06-08,2026-06-09,1.64,0.0,100,163.96,expiration,744.0,1.0,VOL_EXPANSION_TRANSITION,0.588515,0.5,aggressive,1.5,18.92,92.4,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-06-09,2026-06-10,1.73,0.23,100,150.24,profit_exit,742.0,1.0,VOL_EXPANSION_TRANSITION,0.644613,0.5,aggressive,1.5,19.87,95.81,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-06-10,2026-06-11,1.87,7.94,100,-606.23,underlying_touch,731.0,1.0,VOL_EXPANSION_TRANSITION,0.652757,0.5,aggressive,1.8,22.22,108.16,0.0,0.0
hmm_v3_1_meta_blend,SHORT_CALL,2026-06-11,2026-06-12,1.88,0.0,100,188.33,expiration,742.0,1.0,VOL_EXPANSION_TRANSITION,0.703247,0.5,aggressive,1.5,19.44,100.63,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-02,2026-03-03,1.63,0.0,100,162.69,expiration,692.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,19.86,104.15,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-03,2026-03-04,1.76,0.0,100,176.05,expiration,689.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,21.44,110.89,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-04,2026-03-05,1.9,0.0,100,190.14,expiration,690.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,23.57,113.44,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-05,2026-03-06,1.8,4.21,100,-241.31,underlying_touch,683.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,21.15,116.02,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-06,2026-03-09,2.15,0.0,100,215.28,expiration,688.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,23.75,106.94,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-09,2026-03-10,2.45,0.38,100,206.24,profit_exit,686.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,29.49,115.93,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-10,2026-03-11,2.13,4.45,100,-232.56,underlying_touch,676.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,25.5,140.44,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-11,2026-03-12,2.04,0.0,100,203.55,expiration,682.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,24.93,122.6,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-12,2026-03-13,2.21,0.0,100,220.68,expiration,680.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,24.23,125.36,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-13,2026-03-16,2.4,0.45,100,194.74,profit_exit,680.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,27.29,122.49,0.0,0.0
hmm_v4_path_aware_meta,LEAP,2026-03-02,2026-03-17,100.0,79.8,100,-2020.23,leap_stop_loss,,,,,,,,,,,
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-16,2026-03-17,2.25,0.0,100,224.75,expiration,670.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,27.19,130.18,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-18,2026-03-19,1.84,0.0,100,184.36,expiration,672.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,22.37,116.78,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-19,2026-03-20,2.18,0.35,100,183.06,profit_exit,674.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,25.09,110.55,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-20,2026-03-23,1.88,0.0,100,187.89,expiration,665.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,24.06,126.5,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-23,2026-03-24,2.08,0.37,100,170.52,profit_exit,664.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,26.78,118.09,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-24,2026-03-25,2.1,5.16,100,-305.64,underlying_touch,654.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,26.15,126.28,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-25,2026-03-26,2.2,0.0,100,220.0,expiration,661.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,26.95,122.82,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-26,2026-03-27,2.2,0.0,100,219.85,expiration,658.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,25.33,124.14,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-27,2026-03-30,2.42,0.0,100,241.88,expiration,662.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,27.44,119.37,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-30,2026-03-31,2.64,0.49,100,215.11,profit_exit,651.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,2.0,31.05,124.43,0.0,0.0
hmm_v4_path_aware_meta,LEAP,2026-03-18,2026-04-01,100.0,78.61,100,-2138.72,leap_stop_loss,,,,,,,,,,,
hmm_v4_path_aware_meta,SHORT_CALL,2026-03-31,2026-04-01,2.5,0.0,100,250.19,expiration,640.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,2.0,30.61,133.18,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-02,2026-04-03,2.12,4.05,100,-193.41,underlying_touch,655.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,24.54,116.05,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-03,2026-04-06,2.01,0.0,100,201.33,expiration,660.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,23.87,114.83,0.0,0.0
hmm_v4_path_aware_meta,LEAP,2026-04-02,2026-04-07,100.0,120.22,100,2022.0,leap_profit_exit,,,,,,,,,,,
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-06,2026-04-07,1.93,0.0,100,193.46,expiration,661.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,24.17,115.33,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-08,2026-04-09,1.62,12.27,100,-1065.84,underlying_touch,664.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.5,21.04,117.3,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-09,2026-04-10,1.7,0.0,100,170.02,expiration,680.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,19.49,111.07,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-10,2026-04-13,1.65,0.0,100,164.65,expiration,684.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,19.23,105.37,0.0,0.0
hmm_v4_path_aware_meta,LEAP,2026-04-08,2026-04-14,100.0,120.38,100,2037.75,leap_profit_exit,,,,,,,,,,,
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-13,2026-04-14,1.49,4.32,100,-282.71,underlying_touch,684.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,19.12,107.3,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-15,2026-04-16,1.72,4.22,100,-249.81,underlying_touch,698.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,18.17,95.4,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-16,2026-04-17,1.54,0.0,100,154.05,expiration,704.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,17.94,97.65,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-17,2026-04-20,1.39,5.83,100,-443.17,underlying_touch,706.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,17.48,96.8,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-20,2026-04-21,1.79,0.0,100,179.19,expiration,714.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,18.87,95.13,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-21,2026-04-22,1.75,0.0,100,175.38,expiration,713.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,19.5,98.15,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-22,2026-04-23,1.75,5.28,100,-352.91,underlying_touch,708.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,18.92,101.89,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-23,2026-04-24,1.58,0.0,100,158.22,expiration,716.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,19.31,98.73,0.0,0.0
hmm_v4_path_aware_meta,LEAP,2026-04-15,2026-04-27,100.0,120.88,100,2088.0,leap_profit_exit,,,,,,,,,,,
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-24,2026-04-27,1.55,3.72,100,-217.47,underlying_touch,713.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,18.71,98.57,0.0,0.0
hmm_v4_path_aware_meta,SHORT_CALL,2026-04-28,2026-04-29,1.65,0.0,100,165.47,expiration,719.0,1.0,STABLE_LOW_VOL_TREND,0.033895,1.0,conservative,1.2,17.83,93.86,0.0,0.0
